,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,attrition__No,attrition__Yes,overtime__No,overtime__Yes,business_travel_freq__Non-Travel,business_travel_freq__Travel_Frequently,business_travel_freq__Travel_Rarely,empjobrole__Business Analyst,empjobrole__Data Scientist,empjobrole__Delivery Manager,empjobrole__Developer,empjobrole__Finance Manager,empjobrole__Healthcare Representative,empjobrole__Human Resources,empjobrole__Laboratory Technician,empjobrole__Manager,empjobrole__Manager R&D,empjobrole__Manufacturing Director,empjobrole__Research Director,empjobrole__Research Scientist,empjobrole__Sales Executive,empjobrole__Sales Representative,empjobrole__Senior Developer,empjobrole__Senior Manager R&D,empjobrole__Technical Architect,empjobrole__Technical Lead,empdep_Data Science,empdep_Development,empdep_Finance,empdep_Human Resources,empdep_Research & Development,empdep_Sales,maritalstatus__Divorced,maritalstatus__Married,maritalstatus__Single,edubackground__Human Resources,edubackground__Life Sciences,edubackground__Marketing,edubackground__Medical,edubackground__Other,edubackground__Technical Degree,gender__Female,gender__Male,emp_number
96,53,23,4,4,72,3,4,4,6,18,3,33,0,3,12,9,3,8,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1001179
97,43,1,3,4,33,3,2,4,4,13,2,12,2,2,5,2,2,2,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001180
98,47,2,2,3,35,3,2,4,0,22,1,8,2,3,7,6,7,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1001181
99,37,19,2,1,32,3,3,2,1,13,4,10,2,3,10,0,0,9,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1001182
100,50,2,4,1,98,3,4,1,1,11,4,31,3,3,31,6,14,7,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1001183
101,39,2,3,4,42,2,2,4,8,11,3,13,2,3,5,4,0,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1001187
102,33,3,2,4,57,3,1,2,3,11,3,7,4,4,4,3,0,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1001188
103,32,25,4,1,87,3,1,4,1,24,3,1,2,1,1,0,0,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1001189
104,44,9,2,2,61,3,1,1,1,13,4,8,0,3,8,7,7,1,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001191
105,58,2,1,4,57,2,1,4,9,14,4,3,3,2,1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1001196
106,20,2,3,3,49,2,1,3,1,13,4,2,3,2,2,2,0,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1001200
107,21,18,1,4,65,3,1,4,1,19,1,1,3,2,1,0,0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1001201
108,36,14,1,3,68,3,2,4,0,17,1,17,2,2,16,8,4,11,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001202
109,47,2,4,4,65,2,1,4,1,18,1,3,3,2,3,2,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1001203
110,22,3,1,2,34,3,2,3,0,19,1,4,3,4,3,2,0,2,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001204
111,28,9,3,3,77,3,1,3,5,18,2,6,2,3,2,2,2,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1001208
112,39,6,3,4,70,3,1,1,7,21,4,8,2,1,2,2,2,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1001210
113,27,4,3,2,76,3,1,3,1,19,3,1,2,3,1,1,0,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1001211
114,34,10,3,2,83,3,1,2,1,14,2,1,3,3,1,0,1,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1001212
115,42,14,2,3,68,2,2,3,7,17,1,10,6,3,5,4,0,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1001214
116,33,1,4,3,100,2,1,1,3,11,2,6,1,3,3,2,0,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1001217
117,58,5,3,3,37,2,3,2,2,13,4,24,3,3,6,0,0,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1001218
118,31,7,4,2,41,2,1,3,3,15,2,13,2,4,7,7,5,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001219
119,35,21,1,4,51,3,2,4,1,25,4,10,2,1,10,6,0,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001220
120,48,20,4,4,51,3,1,3,4,17,1,13,2,2,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1001223
121,31,20,2,4,45,3,2,3,1,13,4,9,2,2,9,8,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1001225
122,36,7,4,2,65,3,1,4,2,18,3,8,6,3,6,2,0,1,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1001227
123,38,1,3,4,80,3,3,1,1,13,2,15,3,3,15,12,5,11,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1001228
124,32,1,3,3,70,2,1,2,6,20,3,5,3,3,3,0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001229
125,25,19,2,3,36,2,1,2,1,18,3,1,2,3,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001230
126,41,6,3,4,59,3,1,1,2,13,3,20,3,3,18,13,2,17,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1001235
127,36,2,4,3,79,3,1,3,4,21,3,16,6,3,11,8,3,9,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1001236
128,19,21,3,4,37,2,1,2,1,13,2,1,3,4,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1001237
129,20,4,3,1,84,3,1,1,1,19,2,1,2,3,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1001238
130,31,12,3,4,41,3,2,4,0,11,3,10,2,1,9,7,8,5,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1001239
131,36,3,1,3,51,2,3,4,1,11,1,16,6,3,16,7,3,7,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001245
132,37,1,4,1,46,2,3,3,5,11,3,17,2,1,14,1,11,7,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001248
133,45,4,2,3,57,3,2,2,1,12,2,9,5,2,9,7,0,8,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001250
134,29,20,3,3,84,3,1,4,1,15,2,3,5,3,3,1,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1001252
135,35,18,3,3,86,3,2,3,1,16,2,5,3,3,5,2,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1001253
136,52,1,2,4,70,3,4,4,2,15,2,26,2,2,9,8,7,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001254
137,53,2,2,3,45,3,4,3,6,13,3,22,3,4,17,13,15,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1001259
138,30,8,2,3,62,3,3,3,5,11,1,10,2,4,8,4,7,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1001260
139,35,3,4,4,92,3,3,4,6,13,2,12,2,3,10,9,0,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1001262
140,39,2,5,1,41,4,3,3,0,18,4,9,3,3,8,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001263
141,40,24,3,2,100,4,4,2,4,16,4,22,2,2,1,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1001264
142,47,16,4,3,64,4,2,3,1,19,3,20,3,4,19,10,2,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1001265
143,36,8,4,1,84,3,2,4,4,13,4,12,3,3,7,7,0,7,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1001268
144,31,9,2,3,46,2,1,1,0,22,1,4,0,3,3,2,1,2,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1001269
145,33,17,3,4,38,3,4,3,1,11,4,10,2,3,10,8,6,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001270
146,29,10,3,4,92,2,1,1,6,20,3,3,5,3,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1001272
147,33,13,1,2,53,3,1,4,3,18,1,5,4,3,3,2,0,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1001273
148,45,1,4,4,91,3,1,4,3,14,4,8,2,3,5,3,0,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1001274
149,50,1,2,4,66,3,4,4,9,22,3,32,1,2,5,4,1,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1001275
150,33,1,4,3,84,4,2,2,1,13,1,6,2,3,6,5,1,2,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1001276
151,41,9,3,1,64,3,5,3,2,17,2,21,2,4,18,16,0,11,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1001277
152,45,23,2,4,42,3,2,1,1,15,3,9,2,3,9,8,0,8,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001280
153,47,4,2,4,83,3,2,4,1,17,3,9,0,3,9,0,0,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1001281
154,30,22,3,1,48,3,1,3,4,11,2,7,2,3,5,2,0,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001282
155,50,24,3,4,95,3,4,3,3,18,4,22,2,3,12,11,1,5,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001283
156,38,10,1,3,66,3,1,3,0,17,2,3,0,2,2,1,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001284
157,35,14,4,3,39,2,1,2,1,24,4,5,2,1,4,2,0,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1001288
158,31,1,1,3,96,3,2,1,1,12,3,4,1,3,4,3,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001289
159,18,5,2,2,73,3,1,4,1,15,4,0,2,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001290
160,54,17,3,3,56,3,3,3,8,11,3,22,2,3,10,7,0,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1001291
161,35,25,4,3,57,3,3,3,1,11,3,16,3,2,16,10,10,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001292
162,30,8,2,2,73,4,3,1,0,12,3,9,4,2,8,7,1,7,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001293
163,26,2,2,4,32,4,2,4,1,12,2,8,2,3,8,7,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001296
164,22,8,1,2,94,1,1,1,1,15,1,4,3,2,4,3,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001297
165,48,6,3,1,97,2,2,3,2,13,4,19,0,3,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001300
166,48,4,4,3,78,2,3,3,7,14,2,27,3,3,15,11,4,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001302
167,41,7,2,4,42,3,2,3,6,14,2,8,6,3,2,2,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001303
168,39,1,1,4,65,2,4,4,1,16,3,21,3,3,21,6,11,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001304
169,27,2,4,1,47,3,2,4,0,18,2,4,2,3,3,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001305
170,35,10,3,2,45,3,1,4,1,20,1,3,4,2,3,2,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1001306
171,42,5,2,4,90,3,5,3,6,13,2,21,3,4,1,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001307
172,50,9,3,1,64,3,1,4,4,18,2,8,5,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001308
173,59,2,3,3,69,2,4,4,3,13,1,30,4,3,5,3,4,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001310
174,55,18,4,3,62,3,2,2,3,14,4,17,3,3,8,7,6,7,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001312
175,41,7,1,2,55,1,5,3,1,22,2,21,3,3,21,16,5,10,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001313
176,38,3,4,2,42,3,2,4,8,12,3,19,1,3,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001314
177,26,29,2,2,79,1,2,1,8,18,4,7,6,3,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1001315
178,52,2,1,1,57,1,5,4,1,15,4,33,3,3,32,14,6,9,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1001316
179,44,28,3,4,53,4,4,4,3,18,3,23,2,3,12,11,11,11,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1001317
180,50,1,3,4,95,3,2,3,0,12,1,19,3,3,18,7,0,13,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001318
181,39,22,3,4,82,3,3,1,1,13,3,21,2,3,21,6,2,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001321
182,33,8,1,2,88,2,1,4,0,19,4,3,2,2,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1001322
183,45,11,2,4,90,3,4,4,3,13,2,26,4,4,9,3,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001323
184,32,29,4,4,69,3,1,3,9,12,2,10,2,3,8,7,7,7,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001324
185,34,1,4,2,75,4,2,4,0,11,4,16,2,2,15,1,0,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1001325
186,59,1,2,2,66,3,3,4,3,14,3,14,1,1,6,4,0,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1001326
187,45,24,4,2,36,3,1,2,1,16,1,6,3,3,6,3,0,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1001327
188,36,15,3,1,81,3,2,3,7,14,2,9,3,2,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1001330
189,26,2,3,1,57,3,1,1,6,14,2,6,2,3,3,2,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001331
190,28,10,1,4,74,3,1,2,1,22,2,1,5,3,1,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1001334
191,38,3,4,3,44,3,1,3,3,16,1,8,2,3,2,2,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1001338
192,50,2,4,2,62,3,5,3,2,11,4,29,2,2,8,1,7,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001339
193,37,3,3,4,35,3,2,2,3,15,1,8,3,2,4,3,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1001340
194,40,26,3,3,74,3,2,1,1,14,2,8,3,2,7,7,7,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001344
195,26,1,1,1,66,2,1,3,1,13,3,5,5,3,5,3,1,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001346
196,54,2,4,3,41,2,3,3,6,11,2,13,4,3,9,4,7,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001348
197,56,9,3,1,63,3,1,3,2,19,2,18,4,3,5,4,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001349
